AREA,UF,REGIAO,ANO,CPCCONTINUO,NOTACONCLUINTES,NOTAPADRONIZADAIDD,NOTAPADRONIZADAMESTRES,NOTAPADRONIZADADOUTORES,NOMEIES,SIGLAIES,PUB_PRIV,CATADMINISTRATIVA,ORGACADEMICA,MUNICIPIOCURSO,NOTAPADRONIZADADREGIME,NOTAPADRONIZADAPEDAG,CPC_FAIXA,NOTAPADRONIZADAINFRA,INGRESSANTESPARTICIPANTES,INGRESSANTESINSCRITOS,COD_AREA,COD_IES,AMPLIACAOFORMACAO_NA,CPC_FORMULA2013
ADMINISTRAÇÃO,BA,0,2012,2.62,3.39,3.25,2.00,0.00,FACULDADE APOIO,FA,Privada,Faculdade,LAURO DE FREITAS,0.00,3.75,3.00,5.00,18,32,1,2919207,2499,4.25,2.60
ADMINISTRAÇÃO,CE,0,2012,3.41,3.70,3.18,4.32,1.32,FACULDADE SETE DE SETEMBRO,FA7,Privada,Faculdade,FORTALEZA,4.46,4.54,4.00,4.78,88,148,1,2304400,1556,4.63,3.41
ADMINISTRAÇÃO,PR,1,2012,2.97,2.36,2.55,3.91,2.13,FACULDADE ANGLO-AMERICANO,FAA,Privada,Faculdade,FOZ DO IGUACU,3.48,4.81,4.00,5.00,10,18,1,4108304,2077,4.88,2.97
ADMINISTRAÇÃO,AL,0,2012,2.85,2.62,3.21,1.58,0.37,FACULDADE ALAGOANA DE ADMINISTRAÇÃO,FAA,Privada,Faculdade,MACEIO,3.68,5.00,3.00,5.00,51,194,1,2704302,908,5.00,2.85
ADMINISTRAÇÃO,GO,0,2012,2.98,2.05,2.51,5.00,5.00,FACULDADE ANHANGUERA DE ANÁPOLIS,FAAA,Privada,Faculdade,ANAPOLIS,3.13,1.89,4.00,2.58,94,173,1,5201108,5550,2.17,2.97
ADMINISTRAÇÃO,RS,1,2012,1.59,1.79,1.79,1.79,0.00,FACULDADE ANGLO-AMERICANO DE CAXIAS DO SUL,FAACS,Privada,Faculdade,CAXIAS DO SUL,0.00,3.56,2.00,2.66,20,184,1,4305108,4632,3.20,1.60
ADMINISTRAÇÃO,ES,0,2012,3.35,3.57,3.57,4.25,1.05,FACULDADES INTEGRADAS DE ARACRUZ,FAACZ,Privada,Faculdade,ARACRUZ,3.25,4.71,4.00,4.18,38,49,1,3200607,798,4.50,3.36
ADMINISTRAÇÃO,SP,0,2012,2.60,2.30,2.78,2.25,0.00,FACULDADE DE AGUDOS,FAAG,Privada,Faculdade,AGUDOS,4.50,4.12,3.00,4.71,16,48,1,3500709,1834,4.36,2.59
ADMINISTRAÇÃO,BA,0,2012,3.84,4.80,5.00,1.48,0.78,FACULDADE ARNALDO HORÁCIO FERREIRA,FAAHF,Privada,Faculdade,LUIS EDUARDO MAGALHAES,3.33,3.75,4.00,5.00,15,35,1,2919553,3921,4.25,3.82
ADMINISTRAÇÃO,SP,0,2012,2.94,3.02,3.71,4.13,0.61,FACULDADE DE ADMINISTRAÇÃO E ARTES DE LIMEIRA,FAAL,Privada,Faculdade,LIMEIRA,2.61,2.84,3.00,3.04,7,17,1,3526902,1788,2.92,2.94
ADMINISTRAÇÃO,PA,0,2012,1.83,1.29,1.55,2.25,0.00,FACULDADE DA AMAZÔNIA,FAAM,Privada,Faculdade,ANANINDEUA,4.00,2.93,2.00,4.62,51,101,1,1500800,3029,3.61,1.81
ADMINISTRAÇÃO,AC,0,2012,2.50,1.43,1.84,2.78,1.56,FACULDADE DA AMAZÔNIA OCIDENTAL,FAAO,Privada,Faculdade,RIO BRANCO,5.00,5.00,3.00,5.00,108,150,1,1200401,2343,5.00,2.50
ADMINISTRAÇÃO,RS,1,2012,3.87,4.91,4.91,1.87,0.00,FACULDADE ANGLO-AMERICANO DE PASSO FUNDO,FAAPF,Privada,Faculdade,PASSO FUNDO,3.75,5.00,4.00,5.00,2,15,1,4314100,4633,5.00,3.87
ADMINISTRAÇÃO,PR,1,2012,2.12,1.93,2.89,1.25,0.00,FACULDADE ASTORGA,FAAST,Privada,Faculdade,ASTORGA,0.75,3.89,3.00,3.80,10,18,1,4102109,1614,3.85,2.13
ADMINISTRAÇÃO,SP,0,2012,3.43,4.16,4.18,2.86,0.20,FACULDADES ATIBAIA,FAAT,Privada,Faculdade,ATIBAIA,2.14,4.80,4.00,5.00,79,141,1,3504107,5312,4.88,3.43
ADMINISTRAÇÃO,AC,0,2012,2.41,1.61,2.19,3.21,2.00,FACULDADE BARÃO DO RIO BRANCO,FAB,Privada,Faculdade,RIO BRANCO,3.21,3.07,3.00,4.10,74,113,1,1200401,2132,3.48,2.39
ADMINISTRAÇÃO,DF,0,2012,2.25,1.17,1.69,4.00,4.67,FACULDADE ANHANGUERA DE BRASÍLIA,FAB,Privada,Faculdade,BRASILIA,2.00,1.95,3.00,1.77,58,155,1,5300108,1173,1.88,2.26
ADMINISTRAÇÃO,SP,0,2012,1.45,1.65,1.65,1.56,0.00,FACULDADE ASSOCIADA BRASIL,FAB,Privada,Faculdade,SAO PAULO,0.63,1.96,2.00,2.99,14,113,1,3550308,1756,2.38,1.43
ADMINISTRAÇÃO,RS,1,2012,2.21,2.09,2.50,2.14,0.00,FACULDADE DE ADMINISTRAÇÃO DA ASSOCIAÇÃO BRASILIENSE DE EDUCAÇÃO,FABE,Privada,Faculdade,MARAU,2.14,3.33,3.00,4.53,22,41,1,4311809,1864,3.81,2.19
ADMINISTRAÇÃO,SP,0,2012,1.70,1.62,2.17,2.50,0.35,FACULDADE BERTIOGA,FABE,Privada,Faculdade,BERTIOGA,1.25,1.50,2.00,2.29,9,41,1,3506359,1432,1.82,1.69
ADMINISTRAÇÃO,GO,0,2012,2.22,1.64,2.40,3.95,0.74,FACULDADE BRASILEIRA DE EDUCAÇÃO E CULTURA,FABEC BRASIL,Privada,Faculdade,GOIANIA,4.47,1.44,3.00,2.66,12,35,1,5208707,3866,1.93,2.20
ADMINISTRAÇÃO,RJ,0,2012,1.86,1.49,3.01,2.12,0.27,FACULDADE BÉTHENCOURT DA SILVA,FABES,Privada,Faculdade,RIO DE JANEIRO,0.19,1.32,2.00,2.61,5,16,1,3304557,710,1.84,1.84
ADMINISTRAÇÃO,SP,0,2012,2.06,1.88,1.88,1.80,0.00,FACULDADE BIRIGUI,FABI,Privada,Faculdade,BIRIGUI,3.80,3.87,3.00,4.18,22,126,1,3506508,1933,3.99,2.05
ADMINISTRAÇÃO,MG,0,2012,2.53,2.35,2.58,2.94,0.41,FACULDADE ARQUIDIOCESANA DE CURVELO,FAC,Privada,Faculdade,CURVELO,3.53,3.54,3.00,4.67,60,86,1,3120904,832,3.99,2.52
ADMINISTRAÇÃO,BA,0,2012,1.82,2.38,2.38,1.00,0.47,FACULDADE REGIONAL DE FILOSOFIA. CIÊNCIAS E LETRAS DE CANDEIAS,FAC,Privada,Faculdade,CANDEIAS,0.00,2.00,2.00,2.83,6,42,1,2906501,2572,2.33,1.81
ADMINISTRAÇÃO,RJ,0,2012,1.70,1.82,1.17,2.33,0.47,FACULDADE CCAA,FAC CCAA,Privada,Faculdade,RIO DE JANEIRO,0.50,3.62,2.00,5.00,89,246,1,3304557,2804,4.17,1.68
ADMINISTRAÇÃO,SP,0,2012,3.38,3.82,3.91,4.58,1.17,FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA,FAC-FEA,Privada,Faculdade,ARACATUBA,2.08,4.09,4.00,3.52,43,120,1,3502804,845,3.86,3.39
ADMINISTRAÇÃO,GO,0,2012,1.88,1.27,1.44,3.18,0.64,FACULDADE LIONS,FAC-LIONS,Privada,Faculdade,GOIANIA,5.00,2.60,2.00,2.83,13,61,1,5208707,1821,2.69,1.87
ADMINISTRAÇÃO,SP,0,2012,2.09,1.96,1.96,1.87,0.00,FACULDADE CASA BRANCA,FACAB,Privada,Faculdade,CASA BRANCA,3.44,3.82,3.00,4.40,3,18,1,3510807,1373,4.05,2.08
ADMINISTRAÇÃO,SP,0,2012,3.85,4.39,3.43,4.51,3.16,FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS,FACAMP,Privada,Faculdade,CAMPINAS,4.41,3.58,4.00,4.82,86,105,1,3509502,1438,4.08,3.83
ADMINISTRAÇÃO,MG,0,2012,2.01,2.07,2.36,1.07,0.00,FACULDADE DE ADMINISTRAÇÃO DE CAMPO BELO,FACAMP,Privada,Faculdade,CAMPO BELO,3.21,3.29,3.00,2.68,30,45,1,3111200,1843,3.04,2.02
ADMINISTRAÇÃO,PE,0,2012,1.67,1.76,1.43,0.98,0.15,FACULDADE DE CIÊNCIAS APLICADAS E SOCIAIS DE PETROLINA,FACAPE,Pública,Faculdade,PETROLINA,5.00,1.69,2.00,2.95,157,191,1,2611101,692,2.20,1.65
ADMINISTRAÇÃO,PR,1,2012,2.89,2.46,2.84,4.12,1.24,FACULDADES INTEGRADAS DO BRASIL,FACBRASIL,Privada,Faculdade,CURITIBA,4.02,3.73,3.00,4.44,101,200,1,4106902,3602,4.01,2.88
ADMINISTRAÇÃO,SC,1,2012,2.05,1.79,2.02,2.41,0.26,FACULDADE CONCÓRDIA,FACC,Privada,Faculdade,CONCORDIA,2.96,3.94,3.00,3.39,25,42,1,4204301,2903,3.72,2.06
ADMINISTRAÇÃO,ES,0,2012,1.53,1.42,1.99,1.84,0.00,FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE CACHOEIRO DO ITAPEMIRIM,FACCACI,Privada,Faculdade,CACHOEIRO DE ITAPEMIRIM,1.32,0.91,2.00,3.25,20,26,1,3201209,607,1.84,1.49
ADMINISTRAÇÃO,PR,1,2012,2.76,2.28,2.67,3.91,1.52,FACULDADE PARANAENSE,FACCAR,Privada,Faculdade,ROLANDIA,2.83,4.08,3.00,4.46,28,64,1,4122404,432,4.23,2.76
ADMINISTRAÇÃO,RS,1,2012,3.10,3.37,3.50,4.02,1.37,FACULDADES INTEGRADAS DE TAQUARA,FACCAT,Privada,Faculdade,TAQUARA,1.27,3.56,4.00,4.48,74,229,1,4321204,5285,3.93,3.09
ADMINISTRAÇÃO,SP,0,2012,2.65,2.48,2.68,1.43,1.00,FACULDADE FACCAT,FACCAT,Privada,Faculdade,TUPA,3.57,4.63,3.00,4.65,32,59,1,3555000,269,4.64,2.65
ADMINISTRAÇÃO,RS,1,2012,1.64,1.90,1.87,1.32,0.00,FACULDADE CAMAQÜENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS,FACCCA,Privada,Faculdade,CAMAQUA,0.00,2.73,2.00,4.02,26,35,1,4303509,454,3.24,1.62
ADMINISTRAÇÃO,MG,0,2012,2.89,2.11,2.02,4.74,2.58,FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS DE ITABIRA,FACCI,Privada,Faculdade,ITABIRA,5.00,3.85,3.00,4.70,43,98,1,3131703,545,4.19,2.87
ADMINISTRAÇÃO,SP,0,2012,2.59,1.66,1.87,3.75,2.80,FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS CONTÁBEIS DE SÃO ROQUE,FACCSR,Privada,Faculdade,SAO ROQUE,4.50,3.14,3.00,4.38,21,97,1,3550605,923,3.64,2.57
ADMINISTRAÇÃO,BA,0,2012,2.53,2.28,2.61,3.80,0.84,FACULDADE DELTA,FACDELTA,Privada,Faculdade,SALVADOR,4.40,2.75,3.00,2.80,173,328,1,2927408,3034,2.77,2.53
ADMINISTRAÇÃO,BA,0,2012,0.92,1.24,0.53,0.45,0.00,FACULDADE DO DESCOBRIMENTO,FACDESCO,Privada,Faculdade,SANTA CRUZ CABRALIA,1.82,2.32,1.00,1.90,2,8,1,2927705,2317,2.15,0.93
ADMINISTRAÇÃO,TO,0,2012,2.42,1.50,2.33,3.33,1.46,FACULDADE CATÓLICA DOM ORIONE,FACDO,Privada,Faculdade,ARAGUAINA,3.54,2.88,3.00,4.72,62,117,1,1702109,2741,3.62,2.39
ADMINISTRAÇÃO,PR,1,2012,1.62,1.08,1.13,2.00,0.47,FACULDADE DE ENSINO SUPERIOR DOM BOSCO,FACDOMBOSCO,Privada,Faculdade,CORNELIO PROCOPIO,5.00,2.27,2.00,3.28,30,62,1,4106407,3393,2.67,1.61
ADMINISTRAÇÃO,ES,0,2012,1.79,1.60,1.32,3.06,0.00,FACULDADE CASA DO ESTUDANTE,FACE,Privada,Faculdade,ARACRUZ,1.94,4.06,2.00,4.32,22,28,1,3200607,1880,4.17,1.78
ADMINISTRAÇÃO,MG,0,2012,1.48,1.77,1.31,1.43,0.67,FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES,FACE - ALFOR,Pública,Faculdade,ALEM PARAIBA,0.24,2.37,2.00,3.45,21,69,1,3101508,3514,2.80,1.46
ADMINISTRAÇÃO,SP,0,2012,1.06,0.95,1.00,0.75,0.35,FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ,FACEAG,Privada,Faculdade,GUARATINGUETA,0.00,2.04,2.00,3.40,5,20,1,3518404,492,2.58,1.04
ADMINISTRAÇÃO,PR,1,2012,3.23,2.01,2.13,5.00,4.67,FACULDADE EDUCACIONAL DE ARAUCÁRIA,FACEAR,Privada,Faculdade,ARAUCARIA,5.00,3.82,4.00,4.63,61,123,1,4101804,1879,4.14,3.22
ADMINISTRAÇÃO,SP,0,2012,2.38,1.77,1.77,4.00,1.40,FACULDADE DE CIÊNCIAS ECONÔMICAS E ADMINISTRATIVAS SANTA RITA DE CÁSSIA,FACEAS,Privada,Faculdade,SAO PAULO,3.50,3.45,3.00,5.00,10,56,1,3550308,898,4.07,2.36
ADMINISTRAÇÃO,DF,0,2012,2.81,0.96,1.47,4.55,4.45,FACULDADE PROJEÇÃO DE CEILÂNDIA,FACEB,Privada,Faculdade,BRASILIA,5.00,4.73,3.00,4.85,19,69,1,5300108,1507,4.78,2.81
ADMINISTRAÇÃO,RS,1,2012,2.60,2.01,2.26,3.95,1.29,FACULDADE CENECISTA DE BENTO GONÇALVES,FACEBG,Privada,Faculdade,BENTO GONCALVES,2.50,4.86,3.00,4.88,50,164,1,4302105,1084,4.87,2.60
ADMINISTRAÇÃO,ES,0,2012,1.91,2.22,2.38,1.87,0.00,FACULDADE DE CIÊNCIA E EDUCAÇÃO DO CAPARAÓ,FACEC,Privada,Faculdade,GUACUI,0.63,3.39,2.00,2.49,24,35,1,3202306,1653,3.03,1.92
ADMINISTRAÇÃO,GO,0,2012,1.44,1.38,1.78,1.05,0.00,FACULDADE CENTRAL DE CRISTALINA,FACEC,Privada,Faculdade,CRISTALINA,2.63,1.61,2.00,1.90,13,31,1,5206206,1696,1.73,1.44
ADMINISTRAÇÃO,MG,0,2012,2.62,3.21,2.98,3.28,1.09,FACULDADE CENECISTA DE VARGINHA,FACECA,Privada,Faculdade,VARGINHA,1.56,1.99,3.00,3.50,141,230,1,3170701,627,2.59,2.60
ADMINISTRAÇÃO,SP,0,2012,2.22,1.79,1.94,4.23,0.54,FACULDADE CENECISTA DE CAPIVARI,FACECAP,Privada,Faculdade,CAPIVARI,3.08,3.13,3.00,4.21,30,59,1,3510401,625,3.56,2.20
ADMINISTRAÇÃO,PR,1,2012,1.88,1.78,1.92,2.42,0.68,FACULDADE CENECISTA DE CAMPO LARGO,FACECLA,Privada,Faculdade,CAMPO LARGO,2.26,2.06,2.00,3.30,50,92,1,4104204,1417,2.56,1.86
ADMINISTRAÇÃO,MG,0,2012,2.21,2.44,2.68,3.00,0.28,FACULDADE DE CIÊNCIAS ECONÔMICAS. ADMINISTRATIVAS E CONTÁBEIS DE DIVINÓPOLIS,FACED,Privada,Faculdade,DIVINOPOLIS,2.00,2.02,3.00,2.90,26,70,1,3122306,302,2.37,2.20
ADMINISTRAÇÃO,PR,1,2012,1.73,1.34,1.95,0.88,0.00,FACULDADE EDUCACIONAL DE CORNÉLIO PROCÓPIO,FACED,Privada,Faculdade,CORNELIO PROCOPIO,3.82,2.13,2.00,3.54,33,54,1,4106407,1798,2.69,1.71
ADMINISTRAÇÃO,PR,1,2012,2.21,1.98,1.86,3.89,0.78,FACULDADE DE ADMINISTRAÇÃO. CIÊNCIAS. EDUCAÇÃO E LETRAS,FACEL,Privada,Faculdade,CURITIBA,2.00,3.59,3.00,4.44,72,117,1,4106902,1257,3.93,2.19
ADMINISTRAÇÃO,MA,0,2012,2.41,2.56,2.26,1.14,0.32,FACULDADE DO ESTADO DO MARANHÃO,FACEM,Privada,Faculdade,SAO LUIS,2.95,5.00,3.00,5.00,48,98,1,2111300,2909,5.00,2.41
ADMINISTRAÇÃO,MA,0,2012,2.13,1.47,2.04,2.62,0.67,FACULDADE DE CIÊNCIAS E TECNOLOGIA DO MARANHÃO,FACEMA,Privada,Faculdade,CAXIAS,3.33,3.45,3.00,4.21,52,71,1,2103000,4964,3.76,2.12
ADMINISTRAÇÃO,PR,1,2012,2.82,2.14,2.40,3.50,2.10,FACULDADE EDUCACIONAL DE MEDIANEIRA,FACEMED,Privada,Faculdade,MEDIANEIRA,3.50,4.55,3.00,4.86,76,108,1,4115804,1574,4.68,2.81
ADMINISTRAÇÃO,BA,0,2012,2.49,1.73,2.09,3.26,1.52,FACULDADE DE CIÊNCIAS EMPRESARIAIS,FACEMP,Privada,Faculdade,SANTO ANTONIO DE JESUS,4.57,4.18,3.00,3.82,46,69,1,2928703,2067,4.04,2.50
ADMINISTRAÇÃO,RS,1,2012,2.71,2.88,3.23,2.35,0.41,FACULDADE CENECISTA DE NOVA PETRÓPOLIS,FACENP,Privada,Faculdade,NOVA PETROPOLIS,1.47,4.33,3.00,4.40,10,24,1,4313201,2084,4.36,2.71
ADMINISTRAÇÃO,RS,1,2012,2.68,2.86,2.86,3.24,0.82,FACULDADE CENECISTA NOSSA SENHORA DOS ANJOS,FACENSA,Privada,Faculdade,GRAVATAI,2.21,3.28,3.00,4.40,60,184,1,4309209,2184,3.73,2.66
ADMINISTRAÇÃO,SP,0,2012,3.14,3.96,4.25,2.50,2.00,FACULDADE ESCOLA PAULISTA DE DIREITO,FACEPD,Privada,Faculdade,SAO PAULO,0.00,0.00,4.00,5.00,18,19,1,3550308,905,2.00,3.07
ADMINISTRAÇÃO,SP,0,2012,2.12,1.52,2.22,3.18,0.00,FACULDADE EÇA DE QUEIROS,FACEQ,Privada,Faculdade,JANDIRA,3.64,3.61,3.00,3.42,26,111,1,3525003,3411,3.53,2.12
ADMINISTRAÇÃO,GO,0,2012,3.27,2.02,2.61,4.38,3.50,FACULDADE DE CERES,FACER,Privada,Faculdade,CERES,4.69,5.00,4.00,5.00,28,55,1,5205406,4113,5.00,3.27
ADMINISTRAÇÃO,GO,0,2012,3.24,1.76,2.46,5.00,3.50,FACULDADE DE CIÊNCIAS E EDUCAÇÃO DE RUBIATABA,FACER,Privada,Faculdade,RUBIATABA,5.00,5.00,4.00,5.00,27,45,1,5218904,985,5.00,3.24
ADMINISTRAÇÃO,SP,0,2012,3.06,2.38,3.32,3.85,1.62,FACULDADE CERES,FACERES,Privada,Faculdade,SAO JOSE DO RIO PRETO,4.23,3.85,4.00,3.85,14,47,1,3549805,3533,3.85,3.06
ADMINISTRAÇÃO,MT,0,2012,3.16,3.37,3.90,1.47,0.41,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS E DE TECNOLOGIAS DE AGUA BOA,FACESA,Privada,Faculdade,AGUA BOA,2.65,5.00,4.00,5.00,21,36,1,5100201,4126,5.00,3.16
ADMINISTRAÇÃO,PR,1,2012,2.02,1.74,1.84,2.25,0.70,FACULDADE DE CIÊNCIAS EDUCACIONAIS E SISTEMAS INTEGRADOS,FACESI,Privada,Faculdade,IBIPORA,4.50,2.83,3.00,2.78,27,42,1,4109807,3027,2.81,2.02
ADMINISTRAÇÃO,MG,0,2012,2.06,2.53,2.03,3.46,0.27,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM,FACESM,Privada,Faculdade,ITAJUBA,0.77,2.01,3.00,4.51,86,115,1,3132404,508,3.01,2.03
ADMINISTRAÇÃO,SP,0,2012,1.60,1.47,1.45,0.91,0.64,FACULDADE CORPORATIVA CESPI,FACESPI,Privada,Faculdade,PIRAJU,1.82,2.31,2.00,4.37,6,18,1,3538808,2332,3.13,1.57
ADMINISTRAÇÃO,PE,0,2012,3.26,3.44,4.06,2.35,0.41,Faculdade de Ciências de Timbaúba,FACET,Privada,Faculdade,TIMBAUBA,5.00,2.81,4.00,4.32,34,65,1,2615300,1143,3.42,3.23
ADMINISTRAÇÃO,PR,1,2012,2.08,2.02,2.24,4.47,1.11,FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DO PARANÁ,FACET,Privada,Faculdade,CURITIBA,1.58,1.67,3.00,1.88,8,17,1,4106902,1198,1.75,2.07
ADMINISTRAÇÃO,PI,0,2012,1.68,0.61,0.53,3.33,1.40,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE TERESINA,FACET,Privada,Faculdade,TERESINA,3.00,4.31,2.00,4.81,34,59,1,2211001,1712,4.51,1.67
ADMINISTRAÇÃO,ES,0,2012,2.12,1.92,1.15,4.29,1.00,FACULDADE CENECISTA DE VILA VELHA,FACEVV,Privada,Faculdade,VILA VELHA,3.21,3.50,3.00,4.85,12,20,1,3205200,1467,4.04,2.10
ADMINISTRAÇÃO,SP,0,2012,2.35,2.26,2.26,3.89,1.56,FACULDADE DE HORTOLÂNDIA,FACH,Privada,Faculdade,HORTOLANDIA,3.33,2.38,3.00,2.03,14,90,1,3519071,886,2.24,2.35
ADMINISTRAÇÃO,MS,0,2012,2.03,1.55,1.85,2.86,0.50,FACULDADE DE ADMINISTRAÇÃO DE CHAPADÃO DO SUL,FACHASUL,Privada,Faculdade,CHAPADAO DO SUL,3.93,2.86,3.00,3.65,28,44,1,5002951,2456,3.17,2.02
ADMINISTRAÇÃO,PE,0,2012,0.72,0.65,0.94,1.52,0.00,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DO CABO DE SANTO AGOSTINHO,FACHUCA,Pública,Faculdade,CABO DE SANTO AGOSTINHO,0.00,0.91,1.00,1.06,37,121,1,2602902,720,0.97,0.72
ADMINISTRAÇÃO,PA,0,2012,3.60,3.05,3.01,5.00,3.50,FACULDADE IDEAL,FACI,Privada,Faculdade,BELEM,5.00,4.17,4.00,4.59,20,37,1,1501402,1423,4.34,3.59
ADMINISTRAÇÃO,PR,1,2012,2.48,1.46,2.19,3.00,3.73,FACULDADE DE CIÊNCIAS APLICADAS DE CASCAVEL,FACIAP,Privada,Faculdade,CASCAVEL,3.33,2.02,3.00,3.10,18,52,1,4104808,1258,2.45,2.46
ADMINISTRAÇÃO,PR,1,2012,1.90,1.60,1.57,2.08,0.00,FACULDADE DE CIÊNCIAS DE WENCESLAU BRAZ,FACIBRA,Privada,Faculdade,WENCESLAU BRAZ,1.67,5.00,2.00,5.00,5,16,1,4128500,1678,5.00,1.90
ADMINISTRAÇÃO,MT,0,2012,1.98,2.16,2.36,0.62,0.00,FACULDADE DE COLIDER,FACIDER,Privada,Faculdade,COLIDER,2.50,2.89,3.00,3.57,5,13,1,5103205,1785,3.17,1.97
ADMINISTRAÇÃO,MG,0,2012,2.93,2.89,3.03,5.00,0.74,FACULDADE DE CIÊNCIAS GERENCIAIS DE MANHUAÇU,FACIG,Privada,Faculdade,MANHUACU,5.00,2.47,3.00,3.21,39,52,1,3139409,1984,2.77,2.92
ADMINISTRAÇÃO,PE,0,2012,2.65,1.75,2.52,4.29,1.00,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,FACIG,Privada,Faculdade,IGARASSU,5.00,3.87,3.00,3.80,30,87,1,2606804,1136,3.84,2.66
ADMINISTRAÇÃO,MG,0,2012,2.41,2.54,3.28,1.76,0.00,FACULDADE DE CIÊNCIAS GERENCIAIS DE SANTOS DUMONT,FACIG,Privada,Faculdade,SANTOS DUMONT,0.59,3.33,3.00,4.40,10,17,1,3160702,1867,3.76,2.39
ADMINISTRAÇÃO,RJ,0,2012,1.90,1.65,1.55,3.16,0.37,FACULDADE CENECISTA ILHA DO GOVERNADOR,FACIG,Privada,Faculdade,RIO DE JANEIRO,2.37,2.81,2.00,4.64,13,34,1,3304557,1928,3.54,1.87
ADMINISTRAÇÃO,MG,0,2012,2.34,1.41,1.64,4.00,1.75,FACULDADE DE CIÊNCIAS GERENCIAIS E EMPREENDEDORISMO - FACIGE,FACIGE,Privada,Faculdade,MONTES CLAROS,5.00,3.33,3.00,3.89,29,56,1,3143302,4821,3.56,2.33
ADMINISTRAÇÃO,MG,0,2012,2.63,2.43,2.98,3.21,0.50,FACULDADE DE CIÊNCIAS JURÍDICAS E GERENCIAIS DE OLIVEIRA,FACIJUGO,Privada,Faculdade,OLIVEIRA,1.79,4.00,3.00,4.63,18,38,1,3145604,3954,4.25,2.62
ADMINISTRAÇÃO,AL,0,2012,3.17,3.69,4.30,1.90,0.00,FACULDADE DA CIDADE DE MACEIÓ,FACIMA,Privada,Faculdade,MACEIO,3.10,3.33,4.00,4.10,125,250,1,2704302,2244,3.64,3.16
ADMINISTRAÇÃO,PR,1,2012,1.50,1.52,1.46,1.22,0.57,FACULDADE MODELO,FACIMOD,Privada,Faculdade,CURITIBA,1.08,1.94,2.00,3.80,19,37,1,4106902,2805,2.69,1.47
ADMINISTRAÇÃO,MA,0,2012,1.78,1.64,2.02,0.75,0.00,FACULDADE DE IMPERATRIZ,FACIMP,Privada,Faculdade,IMPERATRIZ,1.75,3.23,2.00,4.21,46,66,1,2105302,1717,3.62,1.76
ADMINISTRAÇÃO,PR,1,2012,2.58,2.37,3.11,1.56,0.00,FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANÁ,FACINOR,Privada,Faculdade,LOANDA,5.00,4.08,3.00,2.95,23,52,1,4113502,1577,3.63,2.60
ADMINISTRAÇÃO,PE,0,2012,1.77,1.48,0.74,2.95,1.38,FACULDADE INTEGRADA DE PERNAMBUCO,FACIPE,Privada,Faculdade,RECIFE,3.39,2.93,2.00,4.24,358,552,1,2611606,1709,3.46,1.75
ADMINISTRAÇÃO,DF,0,2012,2.33,2.10,2.03,2.58,0.21,FACULDADES INTEGRADAS DA UNIÃO EDUCACIONAL DO PLANALTO CENTRAL - FACIPLAC,FACIPLAC,Privada,Faculdade,BRASILIA,4.70,3.58,3.00,4.69,37,82,1,5300108,5439,4.03,2.31
ADMINISTRAÇÃO,PB,0,2012,3.12,2.63,2.51,4.39,2.55,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS - FACISA,FACISA,Privada,Faculdade,CAMPINA GRANDE,4.55,3.84,4.00,5.00,35,48,1,2504009,1334,4.30,3.10
ADMINISTRAÇÃO,MG,0,2012,2.55,2.33,2.42,2.92,1.75,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS SANTO AGOSTINHO,FACISA,Privada,Faculdade,MONTES CLAROS,3.33,2.76,3.00,4.04,102,170,1,3143302,1925,3.27,2.53
ADMINISTRAÇÃO,BA,0,2012,1.07,1.61,0.95,1.00,0.00,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,FACISA,Privada,Faculdade,ITAMARAJU,2.33,0.31,2.00,1.95,34,57,1,2915601,1572,0.97,1.05
ADMINISTRAÇÃO,SC,1,2012,1.80,1.38,1.50,1.58,0.37,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,FACISA - CELER,Privada,Faculdade,XAXIM,1.32,4.66,2.00,5.00,23,38,1,4219705,1783,4.79,1.79
ADMINISTRAÇÃO,MG,0,2012,2.15,2.74,2.81,2.56,0.49,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE BELO HORIZONTE,FACISABH,Privada,Faculdade,BELO HORIZONTE,1.74,1.87,3.00,1.02,100,116,1,3106200,2233,1.53,2.16
